Name,CCA,Indicator
Red Swastika School,Percussion Ensemble,
River Valley Primary School,Percussion Ensemble,
Riverside Primary School,Percussion Ensemble,
Rivervale Primary School,Percussion Ensemble,
Rosyth School,Percussion Ensemble,
Rulang Primary School,Percussion Ensemble,
Sembawang Primary School,Percussion Ensemble,
Seng Kang Primary School,Percussion Ensemble,
Sengkang Green Primary School,Percussion Ensemble,
Shuqun Primary School,Percussion Ensemble,
Si Ling Primary School,Percussion Ensemble,
Singapore Chinese Girls' Primary School,Percussion Ensemble,
South View Primary School,Percussion Ensemble,
Springdale Primary School,Percussion Ensemble,
St. Andrew's Junior School,Percussion Ensemble,
St. Anthony's Canossian Primary School,Percussion Ensemble,
St. Anthony's Primary School,Percussion Ensemble,
St. Gabriel's Primary School,Percussion Ensemble,
St. Hilda's Primary School,Percussion Ensemble,
St. Joseph's Institution Junior,Percussion Ensemble,
St. Margaret's Primary School,Percussion Ensemble,
St. Stephen's School,Percussion Ensemble,
Tampines North Primary School,Percussion Ensemble,
Tampines Primary School,Percussion Ensemble,
Tanjong Katong Primary School,Percussion Ensemble,
Tao Nan School,Percussion Ensemble,
Teck Ghee Primary School,Percussion Ensemble,
Teck Whye Primary School,Percussion Ensemble,
Telok Kurau Primary School,Percussion Ensemble,
Temasek Primary School,Percussion Ensemble,
Townsville Primary School,Percussion Ensemble,
Unity Primary School,Percussion Ensemble,
Valour Primary School,Percussion Ensemble,
Waterway Primary School,Percussion Ensemble,
Wellington Primary School,Percussion Ensemble,
West Grove Primary School,Percussion Ensemble,
West Spring Primary School,Percussion Ensemble,
West View Primary School,Percussion Ensemble,
Westwood Primary School,Percussion Ensemble,
White Sands Primary School,Percussion Ensemble,
Woodgrove Primary School,Percussion Ensemble,
Woodlands Primary School,Percussion Ensemble,
Woodlands Ring Primary School,Percussion Ensemble,
Xinghua Primary School,Percussion Ensemble,
Xingnan Primary School,Percussion Ensemble,
Xinmin Primary School,Percussion Ensemble,
Xishan Primary School,Percussion Ensemble,
Yangzheng Primary School,Percussion Ensemble,
Yew Tee Primary School,Percussion Ensemble,
Yio Chu Kang Primary School,Percussion Ensemble,
Yishun Primary School,Percussion Ensemble,
Yu Neng Primary School,Percussion Ensemble,
Yuhua Primary School,Percussion Ensemble,
Yumin Primary School,Percussion Ensemble,
Zhangde Primary School,Percussion Ensemble,
Zhenghua Primary School,Percussion Ensemble,
Zhonghua Primary School,Percussion Ensemble,
Admiralty Primary School,Photo and Video Society,
Ahmad Ibrahim Primary School,Photo and Video Society,
Ai Tong School,Photo and Video Society,
Alexandra Primary School,Photo and Video Society,
Anchor Green Primary School,Photo and Video Society,
Anderson Primary School,Photo and Video Society,
Ang Mo Kio Primary School,Photo and Video Society,
Anglo-Chinese School (Junior),Photo and Video Society,
Anglo-Chinese School (Primary),Photo and Video Society,
Angsana Primary School,Photo and Video Society,
Beacon Primary School,Photo and Video Society,
Bedok Green Primary School,Photo and Video Society,
Bendemeer Primary School,Photo and Video Society,
Blangah Rise Primary School,Photo and Video Society,
Boon Lay Garden Primary School,Photo and Video Society,
Bukit Panjang Primary School,Photo and Video Society,
Bukit Timah Primary School,Photo and Video Society,
Bukit View Primary School,Photo and Video Society,
CHIJ (Katong) Primary,Photo and Video Society,
CHIJ (Kellock),Photo and Video Society,
CHIJ Our Lady Queen of Peace,Photo and Video Society,
CHIJ Our Lady of Good Counsel,Photo and Video Society,
CHIJ Our Lady of the Nativity,Photo and Video Society,
CHIJ Primary (Toa Payoh),Photo and Video Society,
CHIJ St. Nicholas Girls' School (Primary Section),Photo and Video Society,
Canberra Primary School,Photo and Video Society,
Canossa Catholic Primary School,Photo and Video Society,
Cantonment Primary School,Photo and Video Society,
Casuarina Primary School,Photo and Video Society,
Catholic High School (Primary Section),Photo and Video Society,
Cedar Primary School,Photo and Video Society,
Changkat Primary School,Photo and Video Society,
Chongfu School,Photo and Video Society,
Chongzheng Primary School,Photo and Video Society,
Chua Chu Kang Primary School,Photo and Video Society,
Clementi Primary School,Photo and Video Society,
Compassvale Primary School,Photo and Video Society,
Concord Primary School,Photo and Video Society,
Corporation Primary School,Photo and Video Society,
Damai Primary School,Photo and Video Society,
Dazhong Primary School,Photo and Video Society,
De La Salle School,Photo and Video Society,
East Spring Primary School,Photo and Video Society,
Edgefield Primary School,Photo and Video Society,
Elias Park Primary School,Photo and Video Society,
Endeavour Primary School,Photo and Video Society,
Evergreen Primary School,Photo and Video Society,
Fairfield Methodist School (Primary),Photo and Video Society,
Farrer Park Primary School,Photo and Video Society,
Fengshan Primary School,Photo and Video Society,
Fern Green Primary School,Photo and Video Society,
Fernvale Primary School,Photo and Video Society,
First Toa Payoh Primary School,Photo and Video Society,
Frontier Primary School,Photo and Video Society,
Fuchun Primary School,Photo and Video Society,
Fuhua Primary School,Photo and Video Society,
Gan Eng Seng Primary School,Photo and Video Society,
Geylang Methodist School (Primary),Photo and Video Society,
Gongshang Primary School,Photo and Video Society,
Greendale Primary School,Photo and Video Society,
Greenridge Primary School,Photo and Video Society,
Greenwood Primary School,Photo and Video Society,
Haig Girls' School,Photo and Video Society,
Henry Park Primary School,Photo and Video Society,
Holy Innocents' Primary School,Photo and Video Society,
Hong Wen School,Photo and Video Society,
Horizon Primary School,Photo and Video Society,
Hougang Primary School,Photo and Video Society,
Huamin Primary School,Photo and Video Society,
Innova Primary School,Photo and Video Society,
Jiemin Primary School,Photo and Video Society,
Jing Shan Primary School,Photo and Video Society,
Junyuan Primary School,Photo and Video Society,
Jurong Primary School,Photo and Video Society,
Jurong West Primary School,Photo and Video Society,
Keming Primary School,Photo and Video Society,
Kheng Cheng School,Photo and Video Society,
Kong Hwa School,Photo and Video Society,
Kranji Primary School,Photo and Video Society,
Kuo Chuan Presbyterian Primary School,Photo and Video Society,
Lakeside Primary School,Photo and Video Society,
Lianhua Primary School,Photo and Video Society,
Maha Bodhi School,Photo and Video Society,
Maris Stella High School (Primary Section),Photo and Video Society,
Marsiling Primary School,Photo and Video Society,
Marymount Convent School,Photo and Video Society,
Mayflower Primary School,Photo and Video Society,
Mee Toh School,Photo and Video Society,
Meridian Primary School,Photo and Video Society,
Methodist Girls' School (Primary),Photo and Video Society,
Montfort Junior School,Photo and Video Society,
Nan Chiau Primary School,Photo and Video Society,
Nan Hua Primary School,Photo and Video Society,
Nanyang Primary School,Photo and Video Society,
Naval Base Primary School,Photo and Video Society,
New Town Primary School,Photo and Video Society,
Ngee Ann Primary School,Photo and Video Society,
North Spring Primary School,Photo and Video Society,
North View Primary School,Photo and Video Society,
North Vista Primary School,Photo and Video Society,
Northland Primary School,Photo and Video Society,
Northoaks Primary School,Photo and Video Society,
Northshore Primary School,Photo and Video Society,
Oasis Primary School,Photo and Video Society,
Opera Estate Primary School,Photo and Video Society,
Palm View Primary School,Photo and Video Society,
Park View Primary School,Photo and Video Society,
Pasir Ris Primary School,Photo and Video Society,
Paya Lebar Methodist Girls' School (Primary),Photo and Video Society,
Pei Chun Public School,Photo and Video Society,
Pei Hwa Presbyterian Primary School,Photo and Video Society,
Pei Tong Primary School,Photo and Video Society,
Peiying Primary School,Photo and Video Society,
Poi Ching School,Photo and Video Society,
Princess Elizabeth Primary School,Photo and Video Society,
Punggol Cove Primary School,Photo and Video Society,
Punggol Green Primary School,Photo and Video Society,
Punggol Primary School,Photo and Video Society,
Punggol View Primary School,Photo and Video Society,
Qifa Primary School,Photo and Video Society,
Qihua Primary School,Photo and Video Society,
Queenstown Primary School,Photo and Video Society,
Radin Mas Primary School,Photo and Video Society,
Raffles Girls' Primary School,Photo and Video Society,
Red Swastika School,Photo and Video Society,
River Valley Primary School,Photo and Video Society,
Riverside Primary School,Photo and Video Society,
Rivervale Primary School,Photo and Video Society,
Rosyth School,Photo and Video Society,
Rulang Primary School,Photo and Video Society,
Sembawang Primary School,Photo and Video Society,
Seng Kang Primary School,Photo and Video Society,
Sengkang Green Primary School,Photo and Video Society,
Shuqun Primary School,Photo and Video Society,
Si Ling Primary School,Photo and Video Society,
Singapore Chinese Girls' Primary School,Photo and Video Society,
South View Primary School,Photo and Video Society,
Springdale Primary School,Photo and Video Society,
St. Andrew's Junior School,Photo and Video Society,
St. Anthony's Canossian Primary School,Photo and Video Society,
St. Anthony's Primary School,Photo and Video Society,
St. Gabriel's Primary School,Photo and Video Society,
St. Hilda's Primary School,Photo and Video Society,
St. Joseph's Institution Junior,Photo and Video Society,
St. Margaret's Primary School,Photo and Video Society,
St. Stephen's School,Photo and Video Society,
Tampines North Primary School,Photo and Video Society,
Tampines Primary School,Photo and Video Society,
Tanjong Katong Primary School,Photo and Video Society,
Tao Nan School,Photo and Video Society,
Teck Ghee Primary School,Photo and Video Society,
Teck Whye Primary School,Photo and Video Society,
Telok Kurau Primary School,Photo and Video Society,
Temasek Primary School,Photo and Video Society,
Townsville Primary School,Photo and Video Society,
Unity Primary School,Photo and Video Society,
Valour Primary School,Photo and Video Society,
Waterway Primary School,Photo and Video Society,
Wellington Primary School,Photo and Video Society,
West Grove Primary School,Photo and Video Society,
West Spring Primary School,Photo and Video Society,1.0
West View Primary School,Photo and Video Society,
Westwood Primary School,Photo and Video Society,
White Sands Primary School,Photo and Video Society,
Woodgrove Primary School,Photo and Video Society,
Woodlands Primary School,Photo and Video Society,
Woodlands Ring Primary School,Photo and Video Society,
Xinghua Primary School,Photo and Video Society,
Xingnan Primary School,Photo and Video Society,
Xinmin Primary School,Photo and Video Society,
Xishan Primary School,Photo and Video Society,
Yangzheng Primary School,Photo and Video Society,
Yew Tee Primary School,Photo and Video Society,
Yio Chu Kang Primary School,Photo and Video Society,
Yishun Primary School,Photo and Video Society,
Yu Neng Primary School,Photo and Video Society,
Yuhua Primary School,Photo and Video Society,
Yumin Primary School,Photo and Video Society,
Zhangde Primary School,Photo and Video Society,
Zhenghua Primary School,Photo and Video Society,
Zhonghua Primary School,Photo and Video Society,
Admiralty Primary School,Photography,1.0
Ahmad Ibrahim Primary School,Photography,1.0
Ai Tong School,Photography,
Alexandra Primary School,Photography,
Anchor Green Primary School,Photography,
Anderson Primary School,Photography,
Ang Mo Kio Primary School,Photography,
Anglo-Chinese School (Junior),Photography,
Anglo-Chinese School (Primary),Photography,
Angsana Primary School,Photography,
Beacon Primary School,Photography,
Bedok Green Primary School,Photography,
Bendemeer Primary School,Photography,
Blangah Rise Primary School,Photography,
Boon Lay Garden Primary School,Photography,
Bukit Panjang Primary School,Photography,
Bukit Timah Primary School,Photography,
Bukit View Primary School,Photography,
CHIJ (Katong) Primary,Photography,
CHIJ (Kellock),Photography,
CHIJ Our Lady Queen of Peace,Photography,
CHIJ Our Lady of Good Counsel,Photography,
CHIJ Our Lady of the Nativity,Photography,
CHIJ Primary (Toa Payoh),Photography,
CHIJ St. Nicholas Girls' School (Primary Section),Photography,
Canberra Primary School,Photography,
Canossa Catholic Primary School,Photography,
Cantonment Primary School,Photography,
Casuarina Primary School,Photography,
Catholic High School (Primary Section),Photography,
Cedar Primary School,Photography,
Changkat Primary School,Photography,
Chongfu School,Photography,
Chongzheng Primary School,Photography,
Chua Chu Kang Primary School,Photography,
Clementi Primary School,Photography,
Compassvale Primary School,Photography,
Concord Primary School,Photography,
Corporation Primary School,Photography,
Damai Primary School,Photography,1.0
Dazhong Primary School,Photography,
De La Salle School,Photography,
East Spring Primary School,Photography,
Edgefield Primary School,Photography,
Elias Park Primary School,Photography,
Endeavour Primary School,Photography,
Evergreen Primary School,Photography,
Fairfield Methodist School (Primary),Photography,
Farrer Park Primary School,Photography,
Fengshan Primary School,Photography,1.0
Fern Green Primary School,Photography,
Fernvale Primary School,Photography,
First Toa Payoh Primary School,Photography,
Frontier Primary School,Photography,
Fuchun Primary School,Photography,
Fuhua Primary School,Photography,
Gan Eng Seng Primary School,Photography,
Geylang Methodist School (Primary),Photography,
Gongshang Primary School,Photography,
Greendale Primary School,Photography,
Greenridge Primary School,Photography,
Greenwood Primary School,Photography,
Haig Girls' School,Photography,
Henry Park Primary School,Photography,
Holy Innocents' Primary School,Photography,
Hong Wen School,Photography,
Horizon Primary School,Photography,
Hougang Primary School,Photography,1.0
Huamin Primary School,Photography,
Innova Primary School,Photography,
Jiemin Primary School,Photography,
Jing Shan Primary School,Photography,
Junyuan Primary School,Photography,
Jurong Primary School,Photography,
Jurong West Primary School,Photography,
Keming Primary School,Photography,
Kheng Cheng School,Photography,
Kong Hwa School,Photography,
Kranji Primary School,Photography,
Kuo Chuan Presbyterian Primary School,Photography,
Lakeside Primary School,Photography,
Lianhua Primary School,Photography,
Maha Bodhi School,Photography,
Maris Stella High School (Primary Section),Photography,
Marsiling Primary School,Photography,
Marymount Convent School,Photography,
Mayflower Primary School,Photography,
Mee Toh School,Photography,
Meridian Primary School,Photography,
Methodist Girls' School (Primary),Photography,
Montfort Junior School,Photography,
Nan Chiau Primary School,Photography,
Nan Hua Primary School,Photography,
Nanyang Primary School,Photography,
Naval Base Primary School,Photography,
New Town Primary School,Photography,
Ngee Ann Primary School,Photography,
North Spring Primary School,Photography,
North View Primary School,Photography,
North Vista Primary School,Photography,
Northland Primary School,Photography,
Northoaks Primary School,Photography,
Northshore Primary School,Photography,
Oasis Primary School,Photography,
Opera Estate Primary School,Photography,
Palm View Primary School,Photography,
Park View Primary School,Photography,
Pasir Ris Primary School,Photography,
Paya Lebar Methodist Girls' School (Primary),Photography,
Pei Chun Public School,Photography,
Pei Hwa Presbyterian Primary School,Photography,
Pei Tong Primary School,Photography,
Peiying Primary School,Photography,
Poi Ching School,Photography,
Princess Elizabeth Primary School,Photography,
Punggol Cove Primary School,Photography,
Punggol Green Primary School,Photography,
Punggol Primary School,Photography,
Punggol View Primary School,Photography,
Qifa Primary School,Photography,
Qihua Primary School,Photography,
Queenstown Primary School,Photography,
Radin Mas Primary School,Photography,
Raffles Girls' Primary School,Photography,
Red Swastika School,Photography,
River Valley Primary School,Photography,
Riverside Primary School,Photography,
Rivervale Primary School,Photography,
Rosyth School,Photography,
Rulang Primary School,Photography,
Sembawang Primary School,Photography,
Seng Kang Primary School,Photography,
Sengkang Green Primary School,Photography,
Shuqun Primary School,Photography,
Si Ling Primary School,Photography,
Singapore Chinese Girls' Primary School,Photography,
South View Primary School,Photography,
Springdale Primary School,Photography,
St. Andrew's Junior School,Photography,
St. Anthony's Canossian Primary School,Photography,
St. Anthony's Primary School,Photography,
St. Gabriel's Primary School,Photography,
St. Hilda's Primary School,Photography,
St. Joseph's Institution Junior,Photography,
St. Margaret's Primary School,Photography,
St. Stephen's School,Photography,
Tampines North Primary School,Photography,
Tampines Primary School,Photography,
Tanjong Katong Primary School,Photography,
Tao Nan School,Photography,
Teck Ghee Primary School,Photography,
Teck Whye Primary School,Photography,
Telok Kurau Primary School,Photography,
Temasek Primary School,Photography,
Townsville Primary School,Photography,
Unity Primary School,Photography,
Valour Primary School,Photography,
Waterway Primary School,Photography,
Wellington Primary School,Photography,
West Grove Primary School,Photography,
West Spring Primary School,Photography,
West View Primary School,Photography,
Westwood Primary School,Photography,
White Sands Primary School,Photography,
Woodgrove Primary School,Photography,
Woodlands Primary School,Photography,
Woodlands Ring Primary School,Photography,
Xinghua Primary School,Photography,
Xingnan Primary School,Photography,
Xinmin Primary School,Photography,
Xishan Primary School,Photography,
Yangzheng Primary School,Photography,
Yew Tee Primary School,Photography,
Yio Chu Kang Primary School,Photography,
Yishun Primary School,Photography,
Yu Neng Primary School,Photography,
Yuhua Primary School,Photography,
Yumin Primary School,Photography,
Zhangde Primary School,Photography,1.0
Zhenghua Primary School,Photography,
Zhonghua Primary School,Photography,
Admiralty Primary School,Physical Science,
Ahmad Ibrahim Primary School,Physical Science,
Ai Tong School,Physical Science,
Alexandra Primary School,Physical Science,
Anchor Green Primary School,Physical Science,
Anderson Primary School,Physical Science,
Ang Mo Kio Primary School,Physical Science,
Anglo-Chinese School (Junior),Physical Science,1.0
Anglo-Chinese School (Primary),Physical Science,1.0
Angsana Primary School,Physical Science,1.0
Beacon Primary School,Physical Science,
Bedok Green Primary School,Physical Science,
Bendemeer Primary School,Physical Science,
Blangah Rise Primary School,Physical Science,1.0
Boon Lay Garden Primary School,Physical Science,
Bukit Panjang Primary School,Physical Science,
Bukit Timah Primary School,Physical Science,
Bukit View Primary School,Physical Science,
CHIJ (Katong) Primary,Physical Science,
CHIJ (Kellock),Physical Science,
CHIJ Our Lady Queen of Peace,Physical Science,1.0
CHIJ Our Lady of Good Counsel,Physical Science,
CHIJ Our Lady of the Nativity,Physical Science,
CHIJ Primary (Toa Payoh),Physical Science,
CHIJ St. Nicholas Girls' School (Primary Section),Physical Science,
Canberra Primary School,Physical Science,
Canossa Catholic Primary School,Physical Science,
Cantonment Primary School,Physical Science,1.0
Casuarina Primary School,Physical Science,
Catholic High School (Primary Section),Physical Science,
Cedar Primary School,Physical Science,
Changkat Primary School,Physical Science,
Chongfu School,Physical Science,
Chongzheng Primary School,Physical Science,
Chua Chu Kang Primary School,Physical Science,
Clementi Primary School,Physical Science,
Compassvale Primary School,Physical Science,1.0
Concord Primary School,Physical Science,
Corporation Primary School,Physical Science,
Damai Primary School,Physical Science,
Dazhong Primary School,Physical Science,
De La Salle School,Physical Science,
East Spring Primary School,Physical Science,1.0
Edgefield Primary School,Physical Science,1.0
Elias Park Primary School,Physical Science,
Endeavour Primary School,Physical Science,
Evergreen Primary School,Physical Science,
Fairfield Methodist School (Primary),Physical Science,
Farrer Park Primary School,Physical Science,
Fengshan Primary School,Physical Science,
Fern Green Primary School,Physical Science,
Fernvale Primary School,Physical Science,
First Toa Payoh Primary School,Physical Science,
Frontier Primary School,Physical Science,
Fuchun Primary School,Physical Science,
Fuhua Primary School,Physical Science,
Gan Eng Seng Primary School,Physical Science,
Geylang Methodist School (Primary),Physical Science,
Gongshang Primary School,Physical Science,
Greendale Primary School,Physical Science,
Greenridge Primary School,Physical Science,1.0
Greenwood Primary School,Physical Science,
Haig Girls' School,Physical Science,1.0
Henry Park Primary School,Physical Science,
Holy Innocents' Primary School,Physical Science,1.0
Hong Wen School,Physical Science,
Horizon Primary School,Physical Science,
Hougang Primary School,Physical Science,
Huamin Primary School,Physical Science,
Innova Primary School,Physical Science,
Jiemin Primary School,Physical Science,
Jing Shan Primary School,Physical Science,
Junyuan Primary School,Physical Science,
Jurong Primary School,Physical Science,
Jurong West Primary School,Physical Science,
Keming Primary School,Physical Science,
Kheng Cheng School,Physical Science,
Kong Hwa School,Physical Science,
Kranji Primary School,Physical Science,1.0
Kuo Chuan Presbyterian Primary School,Physical Science,1.0
Lakeside Primary School,Physical Science,
Lianhua Primary School,Physical Science,1.0
Maha Bodhi School,Physical Science,1.0
Maris Stella High School (Primary Section),Physical Science,1.0
Marsiling Primary School,Physical Science,
Marymount Convent School,Physical Science,
Mayflower Primary School,Physical Science,
Mee Toh School,Physical Science,
Meridian Primary School,Physical Science,
Methodist Girls' School (Primary),Physical Science,
Montfort Junior School,Physical Science,
Nan Chiau Primary School,Physical Science,
Nan Hua Primary School,Physical Science,
Nanyang Primary School,Physical Science,
Naval Base Primary School,Physical Science,
New Town Primary School,Physical Science,
Ngee Ann Primary School,Physical Science,
North Spring Primary School,Physical Science,
North View Primary School,Physical Science,1.0
North Vista Primary School,Physical Science,
Northland Primary School,Physical Science,
Northoaks Primary School,Physical Science,
Northshore Primary School,Physical Science,
Oasis Primary School,Physical Science,
Opera Estate Primary School,Physical Science,
Palm View Primary School,Physical Science,1.0
Park View Primary School,Physical Science,
Pasir Ris Primary School,Physical Science,
Paya Lebar Methodist Girls' School (Primary),Physical Science,
Pei Chun Public School,Physical Science,
Pei Hwa Presbyterian Primary School,Physical Science,
Pei Tong Primary School,Physical Science,
Peiying Primary School,Physical Science,1.0
Poi Ching School,Physical Science,1.0
Princess Elizabeth Primary School,Physical Science,
Punggol Cove Primary School,Physical Science,
Punggol Green Primary School,Physical Science,
Punggol Primary School,Physical Science,
Punggol View Primary School,Physical Science,
Qifa Primary School,Physical Science,
Qihua Primary School,Physical Science,
Queenstown Primary School,Physical Science,
Radin Mas Primary School,Physical Science,
Raffles Girls' Primary School,Physical Science,
Red Swastika School,Physical Science,
River Valley Primary School,Physical Science,
Riverside Primary School,Physical Science,
Rivervale Primary School,Physical Science,
Rosyth School,Physical Science,
Rulang Primary School,Physical Science,
Sembawang Primary School,Physical Science,1.0
Seng Kang Primary School,Physical Science,
Sengkang Green Primary School,Physical Science,
Shuqun Primary School,Physical Science,
Si Ling Primary School,Physical Science,
Singapore Chinese Girls' Primary School,Physical Science,
South View Primary School,Physical Science,1.0
Springdale Primary School,Physical Science,
St. Andrew's Junior School,Physical Science,
St. Anthony's Canossian Primary School,Physical Science,
St. Anthony's Primary School,Physical Science,
St. Gabriel's Primary School,Physical Science,1.0
St. Hilda's Primary School,Physical Science,
St. Joseph's Institution Junior,Physical Science,
St. Margaret's Primary School,Physical Science,
St. Stephen's School,Physical Science,1.0
Tampines North Primary School,Physical Science,
Tampines Primary School,Physical Science,
Tanjong Katong Primary School,Physical Science,
Tao Nan School,Physical Science,1.0
Teck Ghee Primary School,Physical Science,
Teck Whye Primary School,Physical Science,
Telok Kurau Primary School,Physical Science,
Temasek Primary School,Physical Science,
Townsville Primary School,Physical Science,
Unity Primary School,Physical Science,
Valour Primary School,Physical Science,
Waterway Primary School,Physical Science,
Wellington Primary School,Physical Science,
West Grove Primary School,Physical Science,
West Spring Primary School,Physical Science,
West View Primary School,Physical Science,
Westwood Primary School,Physical Science,
White Sands Primary School,Physical Science,
Woodgrove Primary School,Physical Science,
Woodlands Primary School,Physical Science,
Woodlands Ring Primary School,Physical Science,1.0
Xinghua Primary School,Physical Science,
Xingnan Primary School,Physical Science,
Xinmin Primary School,Physical Science,
Xishan Primary School,Physical Science,
Yangzheng Primary School,Physical Science,
Yew Tee Primary School,Physical Science,
Yio Chu Kang Primary School,Physical Science,
Yishun Primary School,Physical Science,
Yu Neng Primary School,Physical Science,1.0
Yuhua Primary School,Physical Science,
Yumin Primary School,Physical Science,
Zhangde Primary School,Physical Science,
Zhenghua Primary School,Physical Science,
Zhonghua Primary School,Physical Science,
Admiralty Primary School,Pop and Jazz,
Ahmad Ibrahim Primary School,Pop and Jazz,
Ai Tong School,Pop and Jazz,
Alexandra Primary School,Pop and Jazz,
Anchor Green Primary School,Pop and Jazz,
Anderson Primary School,Pop and Jazz,
Ang Mo Kio Primary School,Pop and Jazz,
Anglo-Chinese School (Junior),Pop and Jazz,
Anglo-Chinese School (Primary),Pop and Jazz,
Angsana Primary School,Pop and Jazz,
Beacon Primary School,Pop and Jazz,
Bedok Green Primary School,Pop and Jazz,
Bendemeer Primary School,Pop and Jazz,
Blangah Rise Primary School,Pop and Jazz,
Boon Lay Garden Primary School,Pop and Jazz,
Bukit Panjang Primary School,Pop and Jazz,
Bukit Timah Primary School,Pop and Jazz,
Bukit View Primary School,Pop and Jazz,
CHIJ (Katong) Primary,Pop and Jazz,
CHIJ (Kellock),Pop and Jazz,
CHIJ Our Lady Queen of Peace,Pop and Jazz,
CHIJ Our Lady of Good Counsel,Pop and Jazz,
CHIJ Our Lady of the Nativity,Pop and Jazz,
CHIJ Primary (Toa Payoh),Pop and Jazz,
CHIJ St. Nicholas Girls' School (Primary Section),Pop and Jazz,
Canberra Primary School,Pop and Jazz,
Canossa Catholic Primary School,Pop and Jazz,
Cantonment Primary School,Pop and Jazz,
Casuarina Primary School,Pop and Jazz,
Catholic High School (Primary Section),Pop and Jazz,
Cedar Primary School,Pop and Jazz,
Changkat Primary School,Pop and Jazz,
Chongfu School,Pop and Jazz,
Chongzheng Primary School,Pop and Jazz,
Chua Chu Kang Primary School,Pop and Jazz,
Clementi Primary School,Pop and Jazz,
Compassvale Primary School,Pop and Jazz,
Concord Primary School,Pop and Jazz,
Corporation Primary School,Pop and Jazz,
Damai Primary School,Pop and Jazz,
Dazhong Primary School,Pop and Jazz,
De La Salle School,Pop and Jazz,
East Spring Primary School,Pop and Jazz,
Edgefield Primary School,Pop and Jazz,
Elias Park Primary School,Pop and Jazz,
Endeavour Primary School,Pop and Jazz,
Evergreen Primary School,Pop and Jazz,
Fairfield Methodist School (Primary),Pop and Jazz,
Farrer Park Primary School,Pop and Jazz,
Fengshan Primary School,Pop and Jazz,
Fern Green Primary School,Pop and Jazz,
Fernvale Primary School,Pop and Jazz,
First Toa Payoh Primary School,Pop and Jazz,
Frontier Primary School,Pop and Jazz,
Fuchun Primary School,Pop and Jazz,
Fuhua Primary School,Pop and Jazz,
Gan Eng Seng Primary School,Pop and Jazz,
Geylang Methodist School (Primary),Pop and Jazz,
Gongshang Primary School,Pop and Jazz,
Greendale Primary School,Pop and Jazz,
Greenridge Primary School,Pop and Jazz,
Greenwood Primary School,Pop and Jazz,
Haig Girls' School,Pop and Jazz,
Henry Park Primary School,Pop and Jazz,
Holy Innocents' Primary School,Pop and Jazz,
Hong Wen School,Pop and Jazz,
Horizon Primary School,Pop and Jazz,
Hougang Primary School,Pop and Jazz,
Huamin Primary School,Pop and Jazz,
Innova Primary School,Pop and Jazz,
Jiemin Primary School,Pop and Jazz,
Jing Shan Primary School,Pop and Jazz,
Junyuan Primary School,Pop and Jazz,1.0
Jurong Primary School,Pop and Jazz,
Jurong West Primary School,Pop and Jazz,
Keming Primary School,Pop and Jazz,
Kheng Cheng School,Pop and Jazz,
Kong Hwa School,Pop and Jazz,
Kranji Primary School,Pop and Jazz,
Kuo Chuan Presbyterian Primary School,Pop and Jazz,
Lakeside Primary School,Pop and Jazz,
Lianhua Primary School,Pop and Jazz,
Maha Bodhi School,Pop and Jazz,
Maris Stella High School (Primary Section),Pop and Jazz,
Marsiling Primary School,Pop and Jazz,
Marymount Convent School,Pop and Jazz,
Mayflower Primary School,Pop and Jazz,
Mee Toh School,Pop and Jazz,
Meridian Primary School,Pop and Jazz,
Methodist Girls' School (Primary),Pop and Jazz,
Montfort Junior School,Pop and Jazz,
Nan Chiau Primary School,Pop and Jazz,
Nan Hua Primary School,Pop and Jazz,
Nanyang Primary School,Pop and Jazz,
Naval Base Primary School,Pop and Jazz,
New Town Primary School,Pop and Jazz,
Ngee Ann Primary School,Pop and Jazz,
North Spring Primary School,Pop and Jazz,
North View Primary School,Pop and Jazz,
North Vista Primary School,Pop and Jazz,
Northland Primary School,Pop and Jazz,
Northoaks Primary School,Pop and Jazz,
Northshore Primary School,Pop and Jazz,
Oasis Primary School,Pop and Jazz,
Opera Estate Primary School,Pop and Jazz,
Palm View Primary School,Pop and Jazz,
Park View Primary School,Pop and Jazz,
Pasir Ris Primary School,Pop and Jazz,
Paya Lebar Methodist Girls' School (Primary),Pop and Jazz,
Pei Chun Public School,Pop and Jazz,
Pei Hwa Presbyterian Primary School,Pop and Jazz,
Pei Tong Primary School,Pop and Jazz,
Peiying Primary School,Pop and Jazz,
Poi Ching School,Pop and Jazz,
Princess Elizabeth Primary School,Pop and Jazz,
Punggol Cove Primary School,Pop and Jazz,
Punggol Green Primary School,Pop and Jazz,
Punggol Primary School,Pop and Jazz,
Punggol View Primary School,Pop and Jazz,
Qifa Primary School,Pop and Jazz,
Qihua Primary School,Pop and Jazz,
Queenstown Primary School,Pop and Jazz,
Radin Mas Primary School,Pop and Jazz,
Raffles Girls' Primary School,Pop and Jazz,
Red Swastika School,Pop and Jazz,
River Valley Primary School,Pop and Jazz,
Riverside Primary School,Pop and Jazz,
Rivervale Primary School,Pop and Jazz,
Rosyth School,Pop and Jazz,
Rulang Primary School,Pop and Jazz,
Sembawang Primary School,Pop and Jazz,
Seng Kang Primary School,Pop and Jazz,
Sengkang Green Primary School,Pop and Jazz,
Shuqun Primary School,Pop and Jazz,
Si Ling Primary School,Pop and Jazz,
Singapore Chinese Girls' Primary School,Pop and Jazz,
South View Primary School,Pop and Jazz,
