Name,CCA,Indicator
Compassvale Primary School,Concert Band,
Concord Primary School,Concert Band,
Corporation Primary School,Concert Band,
Damai Primary School,Concert Band,
Dazhong Primary School,Concert Band,
De La Salle School,Concert Band,
East Spring Primary School,Concert Band,
Edgefield Primary School,Concert Band,
Elias Park Primary School,Concert Band,
Endeavour Primary School,Concert Band,
Evergreen Primary School,Concert Band,
Fairfield Methodist School (Primary),Concert Band,1.0
Farrer Park Primary School,Concert Band,
Fengshan Primary School,Concert Band,1.0
Fern Green Primary School,Concert Band,
Fernvale Primary School,Concert Band,
First Toa Payoh Primary School,Concert Band,
Frontier Primary School,Concert Band,
Fuchun Primary School,Concert Band,
Fuhua Primary School,Concert Band,
Gan Eng Seng Primary School,Concert Band,
Geylang Methodist School (Primary),Concert Band,
Gongshang Primary School,Concert Band,
Greendale Primary School,Concert Band,
Greenridge Primary School,Concert Band,
Greenwood Primary School,Concert Band,
Haig Girls' School,Concert Band,
Henry Park Primary School,Concert Band,
Holy Innocents' Primary School,Concert Band,
Hong Wen School,Concert Band,
Horizon Primary School,Concert Band,
Hougang Primary School,Concert Band,
Huamin Primary School,Concert Band,
Innova Primary School,Concert Band,
Jiemin Primary School,Concert Band,
Jing Shan Primary School,Concert Band,
Junyuan Primary School,Concert Band,
Jurong Primary School,Concert Band,
Jurong West Primary School,Concert Band,1.0
Keming Primary School,Concert Band,
Kheng Cheng School,Concert Band,
Kong Hwa School,Concert Band,
Kranji Primary School,Concert Band,
Kuo Chuan Presbyterian Primary School,Concert Band,1.0
Lakeside Primary School,Concert Band,1.0
Lianhua Primary School,Concert Band,
Maha Bodhi School,Concert Band,1.0
Maris Stella High School (Primary Section),Concert Band,1.0
Marsiling Primary School,Concert Band,
Marymount Convent School,Concert Band,
Mayflower Primary School,Concert Band,
Mee Toh School,Concert Band,
Meridian Primary School,Concert Band,
Methodist Girls' School (Primary),Concert Band,
Montfort Junior School,Concert Band,
Nan Chiau Primary School,Concert Band,
Nan Hua Primary School,Concert Band,
Nanyang Primary School,Concert Band,
Naval Base Primary School,Concert Band,1.0
New Town Primary School,Concert Band,
Ngee Ann Primary School,Concert Band,
North Spring Primary School,Concert Band,
North View Primary School,Concert Band,
North Vista Primary School,Concert Band,
Northland Primary School,Concert Band,
Northoaks Primary School,Concert Band,
Northshore Primary School,Concert Band,
Oasis Primary School,Concert Band,
Opera Estate Primary School,Concert Band,
Palm View Primary School,Concert Band,
Park View Primary School,Concert Band,
Pasir Ris Primary School,Concert Band,
Paya Lebar Methodist Girls' School (Primary),Concert Band,
Pei Chun Public School,Concert Band,
Pei Hwa Presbyterian Primary School,Concert Band,
Pei Tong Primary School,Concert Band,
Peiying Primary School,Concert Band,
Poi Ching School,Concert Band,
Princess Elizabeth Primary School,Concert Band,
Punggol Cove Primary School,Concert Band,
Punggol Green Primary School,Concert Band,
Punggol Primary School,Concert Band,1.0
Punggol View Primary School,Concert Band,
Qifa Primary School,Concert Band,
Qihua Primary School,Concert Band,
Queenstown Primary School,Concert Band,
Radin Mas Primary School,Concert Band,
Raffles Girls' Primary School,Concert Band,1.0
Red Swastika School,Concert Band,
River Valley Primary School,Concert Band,
Riverside Primary School,Concert Band,
Rivervale Primary School,Concert Band,
Rosyth School,Concert Band,1.0
Rulang Primary School,Concert Band,
Sembawang Primary School,Concert Band,
Seng Kang Primary School,Concert Band,
Sengkang Green Primary School,Concert Band,
Shuqun Primary School,Concert Band,
Si Ling Primary School,Concert Band,
Singapore Chinese Girls' Primary School,Concert Band,
South View Primary School,Concert Band,
Springdale Primary School,Concert Band,
St. Andrew's Junior School,Concert Band,1.0
St. Anthony's Canossian Primary School,Concert Band,1.0
St. Anthony's Primary School,Concert Band,
St. Gabriel's Primary School,Concert Band,
St. Hilda's Primary School,Concert Band,
St. Joseph's Institution Junior,Concert Band,
St. Margaret's Primary School,Concert Band,
St. Stephen's School,Concert Band,
Tampines North Primary School,Concert Band,
Tampines Primary School,Concert Band,
Tanjong Katong Primary School,Concert Band,
Tao Nan School,Concert Band,
Teck Ghee Primary School,Concert Band,
Teck Whye Primary School,Concert Band,
Telok Kurau Primary School,Concert Band,
Temasek Primary School,Concert Band,
Townsville Primary School,Concert Band,
Unity Primary School,Concert Band,
Valour Primary School,Concert Band,
Waterway Primary School,Concert Band,
Wellington Primary School,Concert Band,
West Grove Primary School,Concert Band,
West Spring Primary School,Concert Band,
West View Primary School,Concert Band,
Westwood Primary School,Concert Band,
White Sands Primary School,Concert Band,
Woodgrove Primary School,Concert Band,
Woodlands Primary School,Concert Band,
Woodlands Ring Primary School,Concert Band,1.0
Xinghua Primary School,Concert Band,
Xingnan Primary School,Concert Band,
Xinmin Primary School,Concert Band,
Xishan Primary School,Concert Band,
Yangzheng Primary School,Concert Band,1.0
Yew Tee Primary School,Concert Band,
Yio Chu Kang Primary School,Concert Band,
Yishun Primary School,Concert Band,1.0
Yu Neng Primary School,Concert Band,
Yuhua Primary School,Concert Band,
Yumin Primary School,Concert Band,
Zhangde Primary School,Concert Band,
Zhenghua Primary School,Concert Band,
Zhonghua Primary School,Concert Band,
Admiralty Primary School,Cricket,
Ahmad Ibrahim Primary School,Cricket,
Ai Tong School,Cricket,
Alexandra Primary School,Cricket,
Anchor Green Primary School,Cricket,
Anderson Primary School,Cricket,
Ang Mo Kio Primary School,Cricket,
Anglo-Chinese School (Junior),Cricket,
Anglo-Chinese School (Primary),Cricket,
Angsana Primary School,Cricket,
Beacon Primary School,Cricket,
Bedok Green Primary School,Cricket,
Bendemeer Primary School,Cricket,
Blangah Rise Primary School,Cricket,
Boon Lay Garden Primary School,Cricket,
Bukit Panjang Primary School,Cricket,
Bukit Timah Primary School,Cricket,
Bukit View Primary School,Cricket,
CHIJ (Katong) Primary,Cricket,
CHIJ (Kellock),Cricket,
CHIJ Our Lady Queen of Peace,Cricket,
CHIJ Our Lady of Good Counsel,Cricket,
CHIJ Our Lady of the Nativity,Cricket,
CHIJ Primary (Toa Payoh),Cricket,
CHIJ St. Nicholas Girls' School (Primary Section),Cricket,
Canberra Primary School,Cricket,
Canossa Catholic Primary School,Cricket,
Cantonment Primary School,Cricket,
Casuarina Primary School,Cricket,
Catholic High School (Primary Section),Cricket,
Cedar Primary School,Cricket,
Changkat Primary School,Cricket,
Chongfu School,Cricket,
Chongzheng Primary School,Cricket,
Chua Chu Kang Primary School,Cricket,
Clementi Primary School,Cricket,
Compassvale Primary School,Cricket,
Concord Primary School,Cricket,
Corporation Primary School,Cricket,
Damai Primary School,Cricket,
Dazhong Primary School,Cricket,
De La Salle School,Cricket,
East Spring Primary School,Cricket,
Edgefield Primary School,Cricket,
Elias Park Primary School,Cricket,
Endeavour Primary School,Cricket,
Evergreen Primary School,Cricket,
Fairfield Methodist School (Primary),Cricket,
Farrer Park Primary School,Cricket,
Fengshan Primary School,Cricket,
Fern Green Primary School,Cricket,
Fernvale Primary School,Cricket,
First Toa Payoh Primary School,Cricket,
Frontier Primary School,Cricket,
Fuchun Primary School,Cricket,
Fuhua Primary School,Cricket,
Gan Eng Seng Primary School,Cricket,
Geylang Methodist School (Primary),Cricket,
Gongshang Primary School,Cricket,
Greendale Primary School,Cricket,
Greenridge Primary School,Cricket,
Greenwood Primary School,Cricket,
Haig Girls' School,Cricket,
Henry Park Primary School,Cricket,
Holy Innocents' Primary School,Cricket,
Hong Wen School,Cricket,
Horizon Primary School,Cricket,
Hougang Primary School,Cricket,
Huamin Primary School,Cricket,
Innova Primary School,Cricket,
Jiemin Primary School,Cricket,
Jing Shan Primary School,Cricket,
Junyuan Primary School,Cricket,
Jurong Primary School,Cricket,
Jurong West Primary School,Cricket,
Keming Primary School,Cricket,
Kheng Cheng School,Cricket,
Kong Hwa School,Cricket,
Kranji Primary School,Cricket,
Kuo Chuan Presbyterian Primary School,Cricket,
Lakeside Primary School,Cricket,
Lianhua Primary School,Cricket,
Maha Bodhi School,Cricket,
Maris Stella High School (Primary Section),Cricket,
Marsiling Primary School,Cricket,
Marymount Convent School,Cricket,
Mayflower Primary School,Cricket,
Mee Toh School,Cricket,
Meridian Primary School,Cricket,
Methodist Girls' School (Primary),Cricket,
Montfort Junior School,Cricket,
Nan Chiau Primary School,Cricket,
Nan Hua Primary School,Cricket,
Nanyang Primary School,Cricket,
Naval Base Primary School,Cricket,
New Town Primary School,Cricket,
Ngee Ann Primary School,Cricket,
North Spring Primary School,Cricket,
North View Primary School,Cricket,
North Vista Primary School,Cricket,
Northland Primary School,Cricket,
Northoaks Primary School,Cricket,
Northshore Primary School,Cricket,
Oasis Primary School,Cricket,
Opera Estate Primary School,Cricket,
Palm View Primary School,Cricket,
Park View Primary School,Cricket,
Pasir Ris Primary School,Cricket,
Paya Lebar Methodist Girls' School (Primary),Cricket,
Pei Chun Public School,Cricket,
Pei Hwa Presbyterian Primary School,Cricket,
Pei Tong Primary School,Cricket,
Peiying Primary School,Cricket,
Poi Ching School,Cricket,
Princess Elizabeth Primary School,Cricket,
Punggol Cove Primary School,Cricket,
Punggol Green Primary School,Cricket,
Punggol Primary School,Cricket,
Punggol View Primary School,Cricket,
Qifa Primary School,Cricket,
Qihua Primary School,Cricket,
Queenstown Primary School,Cricket,
Radin Mas Primary School,Cricket,
Raffles Girls' Primary School,Cricket,
Red Swastika School,Cricket,
River Valley Primary School,Cricket,
Riverside Primary School,Cricket,
Rivervale Primary School,Cricket,
Rosyth School,Cricket,
Rulang Primary School,Cricket,
Sembawang Primary School,Cricket,
Seng Kang Primary School,Cricket,
Sengkang Green Primary School,Cricket,
Shuqun Primary School,Cricket,
Si Ling Primary School,Cricket,
Singapore Chinese Girls' Primary School,Cricket,
South View Primary School,Cricket,
Springdale Primary School,Cricket,
St. Andrew's Junior School,Cricket,
St. Anthony's Canossian Primary School,Cricket,
St. Anthony's Primary School,Cricket,
St. Gabriel's Primary School,Cricket,
St. Hilda's Primary School,Cricket,
St. Joseph's Institution Junior,Cricket,
St. Margaret's Primary School,Cricket,
St. Stephen's School,Cricket,1.0
Tampines North Primary School,Cricket,
Tampines Primary School,Cricket,
Tanjong Katong Primary School,Cricket,
Tao Nan School,Cricket,
Teck Ghee Primary School,Cricket,
Teck Whye Primary School,Cricket,
Telok Kurau Primary School,Cricket,
Temasek Primary School,Cricket,
Townsville Primary School,Cricket,
Unity Primary School,Cricket,
Valour Primary School,Cricket,
Waterway Primary School,Cricket,
Wellington Primary School,Cricket,
West Grove Primary School,Cricket,
West Spring Primary School,Cricket,
West View Primary School,Cricket,
Westwood Primary School,Cricket,
White Sands Primary School,Cricket,
Woodgrove Primary School,Cricket,
Woodlands Primary School,Cricket,
Woodlands Ring Primary School,Cricket,
Xinghua Primary School,Cricket,
Xingnan Primary School,Cricket,
Xinmin Primary School,Cricket,
Xishan Primary School,Cricket,
Yangzheng Primary School,Cricket,
Yew Tee Primary School,Cricket,
Yio Chu Kang Primary School,Cricket,
Yishun Primary School,Cricket,
Yu Neng Primary School,Cricket,
Yuhua Primary School,Cricket,
Yumin Primary School,Cricket,
Zhangde Primary School,Cricket,
Zhenghua Primary School,Cricket,
Zhonghua Primary School,Cricket,
Admiralty Primary School,Cultural Dance,
Ahmad Ibrahim Primary School,Cultural Dance,
Ai Tong School,Cultural Dance,
Alexandra Primary School,Cultural Dance,
Anchor Green Primary School,Cultural Dance,
Anderson Primary School,Cultural Dance,
Ang Mo Kio Primary School,Cultural Dance,
Anglo-Chinese School (Junior),Cultural Dance,
Anglo-Chinese School (Primary),Cultural Dance,
Angsana Primary School,Cultural Dance,
Beacon Primary School,Cultural Dance,
Bedok Green Primary School,Cultural Dance,
Bendemeer Primary School,Cultural Dance,
Blangah Rise Primary School,Cultural Dance,
Boon Lay Garden Primary School,Cultural Dance,
Bukit Panjang Primary School,Cultural Dance,
Bukit Timah Primary School,Cultural Dance,
Bukit View Primary School,Cultural Dance,
CHIJ (Katong) Primary,Cultural Dance,
CHIJ (Kellock),Cultural Dance,
CHIJ Our Lady Queen of Peace,Cultural Dance,
CHIJ Our Lady of Good Counsel,Cultural Dance,
CHIJ Our Lady of the Nativity,Cultural Dance,
CHIJ Primary (Toa Payoh),Cultural Dance,
CHIJ St. Nicholas Girls' School (Primary Section),Cultural Dance,
Canberra Primary School,Cultural Dance,
Canossa Catholic Primary School,Cultural Dance,
Cantonment Primary School,Cultural Dance,
Casuarina Primary School,Cultural Dance,
Catholic High School (Primary Section),Cultural Dance,
Cedar Primary School,Cultural Dance,
Changkat Primary School,Cultural Dance,
Chongfu School,Cultural Dance,
Chongzheng Primary School,Cultural Dance,
Chua Chu Kang Primary School,Cultural Dance,
Clementi Primary School,Cultural Dance,
Compassvale Primary School,Cultural Dance,
Concord Primary School,Cultural Dance,
Corporation Primary School,Cultural Dance,
Damai Primary School,Cultural Dance,
Dazhong Primary School,Cultural Dance,
De La Salle School,Cultural Dance,
East Spring Primary School,Cultural Dance,
Edgefield Primary School,Cultural Dance,
Elias Park Primary School,Cultural Dance,
Endeavour Primary School,Cultural Dance,
Evergreen Primary School,Cultural Dance,
